osmid,y,x,highway,street_count,ref,junction,railway,geometry
5343727658,-12.1695056,-77.0075766,,3,,,,POINT (-77.0075766 -12.1695056)
5344844016,-12.1125795,-76.9731426,,4,,,,POINT (-76.9731426 -12.1125795)
5354534115,-12.0875206,-77.0055279,,3,,,,POINT (-77.0055279 -12.0875206)
5354534116,-12.0875309,-77.0056361,,3,,,,POINT (-77.0056361 -12.0875309)
5364031904,-12.1494308,-77.0098523,,3,,,,POINT (-77.0098523 -12.1494308)
5364031907,-12.1503294,-77.0087691,,3,,,,POINT (-77.0087691 -12.1503294)
5364039836,-12.1475333,-77.0045306,,3,,,,POINT (-77.0045306 -12.1475333)
5364045367,-12.1468807,-77.007498,,1,,,,POINT (-77.007498 -12.1468807)
5364053360,-12.1424872,-76.9949967,,3,,,,POINT (-76.9949967 -12.1424872)
5364060846,-12.1486084,-77.0039149,,3,,,,POINT (-77.0039149 -12.1486084)
5364061515,-12.1427761,-77.0078675,,3,,,,POINT (-77.0078675 -12.1427761)
5364437181,-12.0778848,-77.0626916,,3,,,,POINT (-77.0626916 -12.0778848)
5364508216,-12.0784134,-77.0613545,,4,,,,POINT (-77.0613545 -12.0784134)
5364508219,-12.0780469,-77.0603992,,3,,,,POINT (-77.0603992 -12.0780469)
5364511737,-12.0778246,-77.0610411,,3,,,,POINT (-77.0610411 -12.0778246)
5366441068,-12.1355548,-77.0113944,,3,,,,POINT (-77.0113944 -12.1355548)
5366441069,-12.1361964,-77.0115831,,3,,,,POINT (-77.0115831 -12.1361964)
5366457634,-12.0717399,-76.9483113,,3,,,,POINT (-76.9483113 -12.0717399)
5380610220,-12.0834848,-76.976087,,3,,,,POINT (-76.976087 -12.0834848)
5380610921,-12.0831246,-76.9761392,,3,,,,POINT (-76.9761392 -12.0831246)
5380610922,-12.0833947,-76.9780782,,3,,,,POINT (-76.9780782 -12.0833947)
5381377897,-12.0648039,-77.0810668,,1,,,,POINT (-77.0810668 -12.0648039)
5381377898,-12.0649338,-77.0810625,,3,,,,POINT (-77.0810625 -12.0649338)
5381392312,-12.0812059,-77.0627113,,3,,,,POINT (-77.0627113 -12.0812059)
5381458811,-12.079978,-77.064912,,3,,,,POINT (-77.064912 -12.079978)
5382406169,-12.2022944,-77.0202676,,1,,,,POINT (-77.0202676 -12.2022944)
5382423520,-12.2001928,-77.0120224,,3,,,,POINT (-77.0120224 -12.2001928)
5382425521,-12.2013185,-77.0107438,,3,,,,POINT (-77.0107438 -12.2013185)
5382425522,-12.2025245,-77.0093034,,3,,,,POINT (-77.0093034 -12.2025245)
5382425523,-12.2025967,-77.0100957,,3,,,,POINT (-77.0100957 -12.2025967)
5382425524,-12.2021703,-77.0097119,,3,,,,POINT (-77.0097119 -12.2021703)
5382425525,-12.2029873,-77.0104452,,3,,,,POINT (-77.0104452 -12.2029873)
5390480732,-12.1523218,-77.0087219,,4,,,,POINT (-77.0087219 -12.1523218)
5390480734,-12.1521365,-77.0091248,,3,,,,POINT (-77.0091248 -12.1521365)
5390483189,-12.1526983,-77.0050422,,3,,,,POINT (-77.0050422 -12.1526983)
5390573811,-12.0679669,-76.96672,,3,,,,POINT (-76.96672 -12.0679669)
5391032328,-12.1270448,-76.9967008,,3,,,,POINT (-76.9967008 -12.1270448)
5391032329,-12.1263088,-76.9988126,,3,,,,POINT (-76.9988126 -12.1263088)
5391032333,-12.1269849,-76.9936442,,3,,,,POINT (-76.9936442 -12.1269849)
5391032336,-12.1230483,-76.9892276,,4,,,,POINT (-76.9892276 -12.1230483)
5391032337,-12.1264955,-76.9897585,,3,,,,POINT (-76.9897585 -12.1264955)
5391032366,-12.1241858,-76.9853681,,3,,,,POINT (-76.9853681 -12.1241858)
5391058920,-12.144357,-77.0085943,,3,,,,POINT (-77.0085943 -12.144357)
5391074633,-12.1530009,-77.0142828,,3,,,,POINT (-77.0142828 -12.1530009)
5391074638,-12.1539782,-77.0160045,,3,,,,POINT (-77.0160045 -12.1539782)
5393451565,-12.0664673,-77.0967173,,3,,,,POINT (-77.0967173 -12.0664673)
5393451566,-12.0669949,-77.0962875,,3,,,,POINT (-77.0962875 -12.0669949)
5393451567,-12.066627,-77.0952919,,3,,,,POINT (-77.0952919 -12.066627)
5393459600,-12.1264285,-76.9914814,,3,,,,POINT (-76.9914814 -12.1264285)
5393459610,-12.1248719,-76.9954854,,3,,,,POINT (-76.9954854 -12.1248719)
5393459615,-12.1202244,-76.9947454,,3,,,,POINT (-76.9947454 -12.1202244)
5393459743,-12.1180049,-76.9927329,,3,,,,POINT (-76.9927329 -12.1180049)
5393459749,-12.1227666,-76.9866788,,4,,,,POINT (-76.9866788 -12.1227666)
5393459750,-12.1218215,-76.9879743,,3,,,,POINT (-76.9879743 -12.1218215)
5393459752,-12.1226471,-76.9868649,,3,,,,POINT (-76.9868649 -12.1226471)
5393802312,-12.0913582,-77.0767142,,3,,,,POINT (-77.0767142 -12.0913582)
5393802314,-12.091256,-77.0769501,,3,,,,POINT (-77.0769501 -12.091256)
5393802318,-12.0915409,-77.0762277,,4,,,,POINT (-77.0762277 -12.0915409)
5396165913,-12.1518691,-76.9893488,,3,,,,POINT (-76.9893488 -12.1518691)
5396165917,-12.1519928,-76.9902241,,3,,,,POINT (-76.9902241 -12.1519928)
5396167026,-12.1603188,-76.9942993,,4,,,,POINT (-76.9942993 -12.1603188)
5396167027,-12.1610368,-76.9915179,,1,,,,POINT (-76.9915179 -12.1610368)
5396167072,-12.1629373,-76.9930044,,3,,,,POINT (-76.9930044 -12.1629373)
5396196922,-12.1693941,-76.9948421,,3,,,,POINT (-76.9948421 -12.1693941)
5396196923,-12.1699631,-76.9940733,,3,,,,POINT (-76.9940733 -12.1699631)
5396196925,-12.1689816,-76.9967206,,3,,,,POINT (-76.9967206 -12.1689816)
5396196929,-12.1714753,-76.998334,,3,,,,POINT (-76.998334 -12.1714753)
5396196931,-12.173737,-76.9999054,,4,,,,POINT (-76.9999054 -12.173737)
5396196933,-12.1732871,-77.0005,,3,,,,POINT (-77.0005 -12.1732871)
5396196940,-12.1574751,-76.990439,,3,,,,POINT (-76.990439 -12.1574751)
5396196954,-12.1613283,-76.989683,,3,,,,POINT (-76.989683 -12.1613283)
5396196957,-12.1625496,-76.9895149,,3,,,,POINT (-76.9895149 -12.1625496)
5400126412,-12.0856859,-76.9498188,,3,,,,POINT (-76.9498188 -12.0856859)
5400126413,-12.0871759,-76.948949,,3,,,,POINT (-76.948949 -12.0871759)
5413182485,-12.1311243,-76.9778803,crossing,3,,,,POINT (-76.9778803 -12.1311243)
5413184040,-12.1191567,-76.996003,,3,,,,POINT (-76.996003 -12.1191567)
5413184043,-12.1167498,-76.9956098,,3,,,,POINT (-76.9956098 -12.1167498)
5413184055,-12.1128712,-76.9750142,,3,,,,POINT (-76.9750142 -12.1128712)
5413184057,-12.1125548,-76.9749826,,3,,,,POINT (-76.9749826 -12.1125548)
5415149075,-12.0647173,-76.9385898,,3,,,,POINT (-76.9385898 -12.0647173)
5416908100,-12.0805779,-76.976506,,3,,,,POINT (-76.976506 -12.0805779)
5416908102,-12.079892,-76.975993,,3,,,,POINT (-76.975993 -12.079892)
5416910637,-12.0753223,-76.9547856,,3,,,,POINT (-76.9547856 -12.0753223)
5416910639,-12.0717389,-76.9546171,,3,,,,POINT (-76.9546171 -12.0717389)
5416910642,-12.0721063,-76.9534766,,3,,,,POINT (-76.9534766 -12.0721063)
5416910644,-12.072494,-76.9526763,,3,,,,POINT (-76.9526763 -12.072494)
5416910650,-12.0654593,-76.9516543,,3,,,,POINT (-76.9516543 -12.0654593)
5416910651,-12.0657788,-76.9533548,,3,,,,POINT (-76.9533548 -12.0657788)
5416910652,-12.0663075,-76.9531694,,3,,,,POINT (-76.9531694 -12.0663075)
5416910653,-12.0677868,-76.9546305,,3,,,,POINT (-76.9546305 -12.0677868)
5416924985,-12.0686039,-76.9547915,,3,,,,POINT (-76.9547915 -12.0686039)
5416924986,-12.0701776,-76.955916,,3,,,,POINT (-76.955916 -12.0701776)
5416924987,-12.0703435,-76.9564169,,3,,,,POINT (-76.9564169 -12.0703435)
5416924988,-12.068398,-76.9574242,,3,,,,POINT (-76.9574242 -12.068398)
5417332977,-12.0676728,-76.9428372,,3,,,,POINT (-76.9428372 -12.0676728)
5417332978,-12.0668675,-76.9413201,,3,,,,POINT (-76.9413201 -12.0668675)
5417332979,-12.067145,-76.940521,,3,,,,POINT (-76.940521 -12.067145)
5417332980,-12.0682503,-76.9389432,,3,,,,POINT (-76.9389432 -12.0682503)
5417332981,-12.0710507,-76.940388,,3,,,,POINT (-76.940388 -12.0710507)
5417332982,-12.0706091,-76.9393265,,3,,,,POINT (-76.9393265 -12.0706091)
5417333013,-12.0826669,-76.9176946,turning_circle,1,,,,POINT (-76.9176946 -12.0826669)
5417333020,-12.0814098,-76.9175062,,3,,,,POINT (-76.9175062 -12.0814098)
5417334225,-12.0871247,-76.9258717,,4,,,,POINT (-76.9258717 -12.0871247)
5423612263,-12.0660621,-76.9576262,,3,,,,POINT (-76.9576262 -12.0660621)
5423612266,-12.0637743,-76.9576775,,3,,,,POINT (-76.9576775 -12.0637743)
5423612267,-12.0658709,-76.9572052,,4,,,,POINT (-76.9572052 -12.0658709)
5425215917,-12.1129488,-77.0117581,,3,,,,POINT (-77.0117581 -12.1129488)
5427110844,-12.0824778,-76.971461,,3,,,,POINT (-76.971461 -12.0824778)
5427110873,-12.0705946,-76.9569051,,3,,,,POINT (-76.9569051 -12.0705946)
5433312608,-12.0916263,-77.0624586,,3,,,,POINT (-77.0624586 -12.0916263)
5433312609,-12.087921,-77.0598687,,3,,,,POINT (-77.0598687 -12.087921)
5433312610,-12.0871307,-77.0591863,,3,,,,POINT (-77.0591863 -12.0871307)
5433316548,-12.0749354,-77.0950551,,3,,,,POINT (-77.0950551 -12.0749354)
5433316549,-12.0758907,-77.0914834,,3,,,,POINT (-77.0914834 -12.0758907)
5433888564,-12.08799,-77.0610385,,4,,,,POINT (-77.0610385 -12.08799)
5434298724,-12.080419,-77.0580871,,3,,,,POINT (-77.0580871 -12.080419)
5434317049,-12.1507395,-77.0080236,,3,,,,POINT (-77.0080236 -12.1507395)
5434317051,-12.1505157,-77.0083923,,1,,,,POINT (-77.0083923 -12.1505157)
5434317059,-12.1523222,-77.0096682,,3,,,,POINT (-77.0096682 -12.1523222)
5434317060,-12.1521221,-77.0101539,,4,,,,POINT (-77.0101539 -12.1521221)
5434317061,-12.1518406,-77.0109015,,3,,,,POINT (-77.0109015 -12.1518406)
5434317075,-12.1523517,-77.0139762,,3,,,,POINT (-77.0139762 -12.1523517)
5434317076,-12.151914,-77.0149076,,4,,,,POINT (-77.0149076 -12.151914)
5435306997,-12.1530606,-76.9920351,,3,,,,POINT (-76.9920351 -12.1530606)
5435392676,-12.1596306,-76.9914204,,3,,,,POINT (-76.9914204 -12.1596306)
5435392677,-12.1595888,-76.9914331,,1,,,,POINT (-76.9914331 -12.1595888)
5435392678,-12.15872,-76.9906084,,1,,,,POINT (-76.9906084 -12.15872)
5435392679,-12.1585694,-76.9905993,,1,,,,POINT (-76.9905993 -12.1585694)
5435392681,-12.1585273,-76.9926706,,1,,,,POINT (-76.9926706 -12.1585273)
5435393061,-12.1588389,-76.9848861,,4,,,,POINT (-76.9848861 -12.1588389)
5436282774,-12.1121441,-76.9906882,,4,,,,POINT (-76.9906882 -12.1121441)
5436282783,-12.1234471,-76.9665647,,2,,,,POINT (-76.9665647 -12.1234471)
5436286375,-12.1350338,-77.0168868,,3,,,,POINT (-77.0168868 -12.1350338)
5437636577,-12.1238806,-77.0032356,,1,,,,POINT (-77.0032356 -12.1238806)
5437636578,-12.1233355,-77.0034622,,1,,,,POINT (-77.0034622 -12.1233355)
5437636582,-12.1276918,-76.9887289,,2,,,,POINT (-76.9887289 -12.1276918)
5437754399,-12.0724242,-77.1049179,,3,,,,POINT (-77.1049179 -12.0724242)
5437755529,-12.0692508,-77.0931053,,4,,,,POINT (-77.0931053 -12.0692508)
5437755530,-12.0690766,-77.094595,,3,,,,POINT (-77.094595 -12.0690766)
5437755531,-12.0687794,-77.09305,,3,,,,POINT (-77.09305 -12.0687794)
5437755532,-12.0754713,-77.0908507,,4,,,,POINT (-77.0908507 -12.0754713)
5437769417,-12.2191703,-76.9985801,,4,,,,POINT (-76.9985801 -12.2191703)
5437769418,-12.2188238,-76.9984352,,3,,,,POINT (-76.9984352 -12.2188238)
5437769521,-12.2170924,-76.9935454,,3,,,,POINT (-76.9935454 -12.2170924)
5437769525,-12.2205626,-76.9939718,,3,,,,POINT (-76.9939718 -12.2205626)
5437769527,-12.2202249,-76.9947874,,3,,,,POINT (-76.9947874 -12.2202249)
5437769528,-12.2206829,-76.9935542,,1,,,,POINT (-76.9935542 -12.2206829)
5437769529,-12.220563,-76.9939125,,3,,,,POINT (-76.9939125 -12.220563)
5437769530,-12.2196761,-76.9935261,,3,,,,POINT (-76.9935261 -12.2196761)
5437769532,-12.2192858,-76.994383,,3,,,,POINT (-76.994383 -12.2192858)
5437769533,-12.2216296,-76.9926983,,3,,,,POINT (-76.9926983 -12.2216296)
5437780907,-12.2126291,-77.0146422,,3,,,,POINT (-77.0146422 -12.2126291)
5437780911,-12.2146091,-77.0073847,,3,,,,POINT (-77.0073847 -12.2146091)
5437780912,-12.2155331,-77.0077632,,3,,,,POINT (-77.0077632 -12.2155331)
5437780914,-12.2145466,-77.0046855,,3,,,,POINT (-77.0046855 -12.2145466)
5437780916,-12.2200523,-76.9964541,,3,,,,POINT (-76.9964541 -12.2200523)
5437780917,-12.2192158,-76.9960844,,3,,,,POINT (-76.9960844 -12.2192158)
5437780918,-12.2190254,-76.9965279,,1,,,,POINT (-76.9965279 -12.2190254)
5437780919,-12.2194152,-76.9956198,,1,,,,POINT (-76.9956198 -12.2194152)
5437780920,-12.2104966,-77.019301,,4,,,,POINT (-77.019301 -12.2104966)
5437781921,-12.2097207,-77.014465,,3,,,,POINT (-77.014465 -12.2097207)
5437781922,-12.2078816,-77.0176943,,3,,,,POINT (-77.0176943 -12.2078816)
5440545819,-12.0814401,-76.8919747,,3,,,,POINT (-76.8919747 -12.0814401)
5440545820,-12.080273,-76.893995,,3,,,,POINT (-76.893995 -12.080273)
5440546821,-12.0802533,-76.895166,,3,,,,POINT (-76.895166 -12.0802533)
5440550908,-12.1187224,-76.9815267,,4,,,,POINT (-76.9815267 -12.1187224)
5440953625,-12.1525287,-77.006094,,3,,,,POINT (-77.006094 -12.1525287)
5444074477,-12.1321893,-76.9950941,,3,,,,POINT (-76.9950941 -12.1321893)
5444074478,-12.1319091,-76.9955935,,3,,,,POINT (-76.9955935 -12.1319091)
5444074479,-12.1326873,-76.9906503,,3,,,,POINT (-76.9906503 -12.1326873)
5444074482,-12.1331556,-76.9908552,,3,,,,POINT (-76.9908552 -12.1331556)
5445958396,-12.1279444,-76.9900159,,3,,,,POINT (-76.9900159 -12.1279444)
5445959225,-12.129966,-76.989847,,3,,,,POINT (-76.989847 -12.129966)
5446017017,-12.1237768,-76.9876832,,4,,,,POINT (-76.9876832 -12.1237768)
5446017596,-12.1193762,-76.9849422,,3,,,,POINT (-76.9849422 -12.1193762)
5446596756,-12.0680483,-76.9439569,,3,,,,POINT (-76.9439569 -12.0680483)
5446596757,-12.0676142,-76.9441937,,3,,,,POINT (-76.9441937 -12.0676142)
5446597085,-12.0683744,-76.9455821,,3,,,,POINT (-76.9455821 -12.0683744)
5449204359,-12.1922989,-76.9882641,,3,,,,POINT (-76.9882641 -12.1922989)
5457715974,-12.0693003,-77.097031,,3,,,,POINT (-77.097031 -12.0693003)
5460960225,-12.0810762,-76.9758414,,3,,,,POINT (-76.9758414 -12.0810762)
5460962797,-12.06791,-76.9563665,,3,,,,POINT (-76.9563665 -12.06791)
5461450717,-12.1879421,-76.996194,,3,,,,POINT (-76.996194 -12.1879421)
5461450718,-12.1862004,-76.9945282,,3,,,,POINT (-76.9945282 -12.1862004)
5461450719,-12.1858112,-76.994846,,4,,,,POINT (-76.994846 -12.1858112)
5461450720,-12.1862659,-76.9944771,,3,,,,POINT (-76.9944771 -12.1862659)
5461451522,-12.1864917,-76.9943009,,4,,,,POINT (-76.9943009 -12.1864917)
5461539334,-12.2058233,-77.0127204,,3,,,,POINT (-77.0127204 -12.2058233)
5461768833,-12.0672252,-76.9506344,,3,,,,POINT (-76.9506344 -12.0672252)
5461768834,-12.0675214,-76.9528564,,3,,,,POINT (-76.9528564 -12.0675214)
5461778768,-12.062343,-76.9526467,,3,,,,POINT (-76.9526467 -12.062343)
5461778769,-12.0614531,-76.9530047,,3,,,,POINT (-76.9530047 -12.0614531)
5461778770,-12.0622471,-76.9536408,,4,,,,POINT (-76.9536408 -12.0622471)
5463455323,-12.1977486,-76.9765267,,3,,,,POINT (-76.9765267 -12.1977486)
5463455331,-12.2064866,-76.9807873,,4,,,,POINT (-76.9807873 -12.2064866)
5463455338,-12.2074746,-76.9775151,,3,,,,POINT (-76.9775151 -12.2074746)
5463973108,-12.0822135,-76.9907344,,3,,,,POINT (-76.9907344 -12.0822135)
5463973109,-12.0820291,-76.9892593,,3,,,,POINT (-76.9892593 -12.0820291)
5463973110,-12.0827961,-76.9886417,,3,,,,POINT (-76.9886417 -12.0827961)
5466549058,-12.1722814,-77.0242629,,3,,,,POINT (-77.0242629 -12.1722814)
5467946710,-12.1683456,-76.9946818,,3,,,,POINT (-76.9946818 -12.1683456)
5467985163,-12.1095733,-77.0314067,,5,,,,POINT (-77.0314067 -12.1095733)
5467986665,-12.1112644,-76.9896275,,3,,,,POINT (-76.9896275 -12.1112644)
5467986671,-12.1112436,-76.9894007,,3,,,,POINT (-76.9894007 -12.1112436)
5467986679,-12.1173136,-76.9814876,,3,,,,POINT (-76.9814876 -12.1173136)
5467986686,-12.1211183,-76.9837687,,3,,,,POINT (-76.9837687 -12.1211183)
5467991250,-12.1732134,-76.9940225,,3,,,,POINT (-76.9940225 -12.1732134)
5467999290,-12.1729957,-76.9990377,,4,,,,POINT (-76.9990377 -12.1729957)
5468038496,-12.189967,-76.9933653,,4,,,,POINT (-76.9933653 -12.189967)
5468038497,-12.1893128,-76.9927456,,3,,,,POINT (-76.9927456 -12.1893128)
5468038503,-12.1876265,-77.0007418,,3,,,,POINT (-77.0007418 -12.1876265)
5468038504,-12.1877813,-77.0003007,,3,,,,POINT (-77.0003007 -12.1877813)
5468038511,-12.1850469,-77.0015088,,3,,,,POINT (-77.0015088 -12.1850469)
5468038512,-12.18442,-77.0014331,,3,,,,POINT (-77.0014331 -12.18442)
5468038529,-12.1891021,-77.0007092,,3,,,,POINT (-77.0007092 -12.1891021)
5468038530,-12.1897543,-76.9997557,,3,,,,POINT (-76.9997557 -12.1897543)
5468038537,-12.1945073,-76.9931831,,4,,,,POINT (-76.9931831 -12.1945073)
5468038538,-12.1937112,-76.9924911,,4,,,,POINT (-76.9924911 -12.1937112)
5468038540,-12.1923515,-76.9924883,,4,,,,POINT (-76.9924883 -12.1923515)
5468038541,-12.1931419,-76.9946106,,4,,,,POINT (-76.9946106 -12.1931419)
5468038542,-12.1924404,-76.9953506,,4,,,,POINT (-76.9953506 -12.1924404)
5468038543,-12.1916922,-76.9946518,,4,,,,POINT (-76.9946518 -12.1916922)
5468038544,-12.1910349,-76.9968452,,4,,,,POINT (-76.9968452 -12.1910349)
5468038545,-12.1902906,-76.9961192,,4,,,,POINT (-76.9961192 -12.1902906)
5468050274,-12.1895607,-76.9974793,,4,,,,POINT (-76.9974793 -12.1895607)
5468249158,-12.1962981,-77.0134005,,3,,,,POINT (-77.0134005 -12.1962981)
5468249159,-12.1964612,-77.0148736,,3,,,,POINT (-77.0148736 -12.1964612)
5468249160,-12.1977791,-77.0144502,,4,,,,POINT (-77.0144502 -12.1977791)
5468249161,-12.1975887,-77.0129774,,4,,,,POINT (-77.0129774 -12.1975887)
5468249162,-12.198671,-77.016265,,4,,,,POINT (-77.016265 -12.198671)
5468249165,-12.1859156,-77.0097143,,4,,,,POINT (-77.0097143 -12.1859156)
5468249174,-12.2036063,-76.9991082,,4,,,,POINT (-76.9991082 -12.2036063)
5468322644,-12.0706196,-76.9552702,,4,,,,POINT (-76.9552702 -12.0706196)
5468322688,-12.074897,-76.9551738,,3,,,,POINT (-76.9551738 -12.074897)
5468322719,-12.0800333,-76.9513451,,2,,,,POINT (-76.9513451 -12.0800333)
5468322720,-12.0818176,-76.9558685,,3,,,,POINT (-76.9558685 -12.0818176)
5468419369,-12.1137635,-76.9654951,,3,,,,POINT (-76.9654951 -12.1137635)
5468419376,-12.1136345,-76.9654593,,3,,,,POINT (-76.9654593 -12.1136345)
5468419411,-12.118763,-76.9662131,,3,,,,POINT (-76.9662131 -12.118763)
5468419414,-12.1187914,-76.9663837,,3,,,,POINT (-76.9663837 -12.1187914)
5468419416,-12.118613,-76.9652574,,3,,,,POINT (-76.9652574 -12.118613)
5468419524,-12.1238984,-76.9660396,,3,,,,POINT (-76.9660396 -12.1238984)
5468419540,-12.1069406,-76.961444,,3,,,,POINT (-76.961444 -12.1069406)
5468419553,-12.1068611,-76.9615255,,3,,,,POINT (-76.9615255 -12.1068611)
5468419595,-12.111151,-76.9671639,,3,,,,POINT (-76.9671639 -12.111151)
5468419838,-12.1054062,-76.9523267,,3,,,,POINT (-76.9523267 -12.1054062)
5468419851,-12.1054557,-76.952288,,3,,,,POINT (-76.952288 -12.1054557)
5468419852,-12.1053069,-76.9524923,,3,,,,POINT (-76.9524923 -12.1053069)
5468419853,-12.1048115,-76.9532621,,3,,,,POINT (-76.9532621 -12.1048115)
5468419854,-12.1044514,-76.9537151,,3,,,,POINT (-76.9537151 -12.1044514)
5468824835,-12.0795972,-76.935958,,3,,,,POINT (-76.935958 -12.0795972)
5469389359,-12.0787496,-76.9581939,,3,,,,POINT (-76.9581939 -12.0787496)
5469389378,-12.0786293,-76.9575481,,1,,,,POINT (-76.9575481 -12.0786293)
5469392827,-12.0756408,-76.9306533,,3,,,,POINT (-76.9306533 -12.0756408)
5469392983,-12.0811193,-76.9279707,,4,,,,POINT (-76.9279707 -12.0811193)
5469392991,-12.0803296,-76.9262071,,1,,,,POINT (-76.9262071 -12.0803296)
5469392992,-12.0802357,-76.9261756,,3,,,,POINT (-76.9261756 -12.0802357)
5469402558,-12.0807906,-76.9201496,,3,,,,POINT (-76.9201496 -12.0807906)
5469402563,-12.0815107,-76.9204297,turning_circle,1,,,,POINT (-76.9204297 -12.0815107)
5469407952,-12.0756181,-76.8942989,,3,,,,POINT (-76.8942989 -12.0756181)
5469414243,-12.0888616,-76.9013739,,4,,,,POINT (-76.9013739 -12.0888616)
5469414288,-12.0702955,-76.9023248,turning_loop,1,,,,POINT (-76.9023248 -12.0702955)
5469414948,-12.0723164,-76.9094342,,3,,,,POINT (-76.9094342 -12.0723164)
5469414949,-12.0730383,-76.9121316,,1,,,,POINT (-76.9121316 -12.0730383)
5469415012,-12.0639823,-76.9086808,turning_loop,1,,,,POINT (-76.9086808 -12.0639823)
5469415014,-12.0763106,-76.9045839,,3,,,,POINT (-76.9045839 -12.0763106)
5469418352,-12.0794008,-76.9087247,,3,,,,POINT (-76.9087247 -12.0794008)
5469418372,-12.0763861,-76.9021523,,3,,,,POINT (-76.9021523 -12.0763861)
5469418373,-12.0765243,-76.9023127,,3,,,,POINT (-76.9023127 -12.0765243)
5469418374,-12.0755402,-76.8990542,,3,,,,POINT (-76.8990542 -12.0755402)
5469418380,-12.0768718,-76.8959177,,3,,,,POINT (-76.8959177 -12.0768718)
5469418384,-12.0768882,-76.8966817,,3,,,,POINT (-76.8966817 -12.0768882)
5469428664,-12.0849524,-76.8961949,,3,,,,POINT (-76.8961949 -12.0849524)
5469428666,-12.0829232,-76.9078963,,3,,,,POINT (-76.9078963 -12.0829232)
5469428672,-12.0837196,-76.9087766,,3,,,,POINT (-76.9087766 -12.0837196)
5469432630,-12.0830139,-76.9096808,,4,,,,POINT (-76.9096808 -12.0830139)
5469432673,-12.087723,-76.9248547,,4,,,,POINT (-76.9248547 -12.087723)
5469432677,-12.0842065,-76.9095223,,1,,,,POINT (-76.9095223 -12.0842065)
5469432678,-12.0838189,-76.9087683,,1,,,,POINT (-76.9087683 -12.0838189)
5469458351,-12.0834944,-76.911693,,1,,,,POINT (-76.911693 -12.0834944)
5469458352,-12.083962,-76.911656,,3,,,,POINT (-76.911656 -12.083962)
5469458353,-12.0830755,-76.9122243,,3,,,,POINT (-76.9122243 -12.0830755)
5469458357,-12.0835389,-76.9086701,,1,,,,POINT (-76.9086701 -12.0835389)
5469458358,-12.0837053,-76.9086538,,3,,,,POINT (-76.9086538 -12.0837053)
5469471778,-12.0852222,-76.93386,,3,,,,POINT (-76.93386 -12.0852222)
5469472111,-12.0854239,-76.9311439,,3,,,,POINT (-76.9311439 -12.0854239)
5469472113,-12.0867413,-76.931151,,1,,,,POINT (-76.931151 -12.0867413)
5469472252,-12.0877129,-76.9296616,,3,,,,POINT (-76.9296616 -12.0877129)
5469472253,-12.0878443,-76.9303681,,3,,,,POINT (-76.9303681 -12.0878443)
5469481772,-12.0944195,-76.9240646,,3,,,,POINT (-76.9240646 -12.0944195)
5469481810,-12.0993209,-76.9282105,turning_loop,1,,,,POINT (-76.9282105 -12.0993209)
5469481811,-12.0976113,-76.9265646,,3,,,,POINT (-76.9265646 -12.0976113)
5469481812,-12.0976086,-76.9263575,,3,,,,POINT (-76.9263575 -12.0976086)
5469853706,-12.0918862,-76.9342591,,3,,,,POINT (-76.9342591 -12.0918862)
5469853708,-12.0929647,-76.9341766,,3,,,,POINT (-76.9341766 -12.0929647)
5469853717,-12.0938181,-76.9328933,,3,,,,POINT (-76.9328933 -12.0938181)
5469853723,-12.0948232,-76.9328306,turning_circle,1,,,,POINT (-76.9328306 -12.0948232)
5469887943,-12.0786498,-76.9009729,,3,,,,POINT (-76.9009729 -12.0786498)
5469938370,-12.0811679,-76.9108418,,2,,,,POINT (-76.9108418 -12.0811679)
5469938389,-12.080991,-76.9107946,,2,,,,POINT (-76.9107946 -12.080991)
5469938398,-12.0805933,-76.913435,,3,,,,POINT (-76.913435 -12.0805933)
5469938400,-12.0805754,-76.9134034,,1,,,,POINT (-76.9134034 -12.0805754)
5469938401,-12.0803392,-76.9142459,,3,,,,POINT (-76.9142459 -12.0803392)
5469950838,-12.0884509,-76.8892187,,3,,,,POINT (-76.8892187 -12.0884509)
5469950841,-12.0888458,-76.8865069,,3,,,,POINT (-76.8865069 -12.0888458)
5472468056,-12.1529958,-77.0162146,,3,,,,POINT (-77.0162146 -12.1529958)
5473518254,-12.2041048,-77.0070253,,3,,,,POINT (-77.0070253 -12.2041048)
5473518255,-12.2042844,-77.007282,,3,,,,POINT (-77.007282 -12.2042844)
5473518258,-12.2047014,-77.0069814,,3,,,,POINT (-77.0069814 -12.2047014)
5473518259,-12.2045187,-77.0067165,,3,,,,POINT (-77.0067165 -12.2045187)
5473531947,-12.203495,-77.030511,,3,,,,POINT (-77.030511 -12.203495)
5473563957,-12.2047195,-76.9980481,,1,,,,POINT (-76.9980481 -12.2047195)
5473563966,-12.2092499,-77.0166202,,4,,,,POINT (-77.0166202 -12.2092499)
5473563967,-12.2096529,-77.0169021,,3,,,,POINT (-77.0169021 -12.2096529)
5473677980,-12.1890226,-76.9987464,,3,,,,POINT (-76.9987464 -12.1890226)
5473678000,-12.2033444,-77.0319618,,3,,,,POINT (-77.0319618 -12.2033444)
5473678006,-12.2027169,-77.0314372,,3,,,,POINT (-77.0314372 -12.2027169)
5473678007,-12.2012003,-77.0312804,,3,,,,POINT (-77.0312804 -12.2012003)
5473678011,-12.2024956,-77.0259849,,1,,,,POINT (-77.0259849 -12.2024956)
